id,label,followers,genres,popularity,image_url
7sP4SQ0WY6jfps1I19Ot7i,Fridayy,336438,,68,https://i.scdn.co/image/ab6761610000e5eb719091b5ac1dd89efe0512cd
2c9O21YLFy4tFI9zCVhbFg,Sunday Service Choir,196215,"gospel, gospel r&b, worship",52,https://i.scdn.co/image/ab6761610000e5ebeeddda7878eb282a03c52b1e
49EE6lVLgU8sp7dFgPshgM,La Adictiva,6877548,"banda, norteño, corrido, grupera, corridos bélicos",72,https://i.scdn.co/image/ab6761610000e5eb18129b218ae9c07848ddc759
7K5OqI5GnphpZMfIRs2UsI,Mar Lucas,36323,,48,https://i.scdn.co/image/ab6761610000e5eb868f0ce9c2403259d72023b8
4d3kmfoZBTuUPSUjgP45uo,Lérica,103336,"flamenco, flamenco urbano, flamenco pop",56,https://i.scdn.co/image/ab6761610000e5eb60069095b938454d6905fc6d
6i3DxIlAqnDkwELLw4aVrx,Lele Pons,1714872,,57,https://i.scdn.co/image/ab6761610000e5ebfc9b670f12ac4e47758569fe
0WfaItAbs4vlgIA1cuqGtJ,Daniela Andrade,411963,,54,https://i.scdn.co/image/ab6761610000e5eb6a7cb6e67b38e9a0a9b6b607
0BqURncJM5B1BBu7UM51eq,Guaynaa,910326,reggaeton,65,https://i.scdn.co/image/ab6761610000e5ebc52a3dda9c86c50ecb1fffc3
3EK1eCIbh3eDCkLdbMQHpT,Solo Artist Saxx,3388,,19,https://i.scdn.co/image/ab6761610000e5ebacb6a1310cd73308c2af0c5b
2KxjMGXFgX1vt9grpbD3xI,Dvicio,1178554,,55,https://i.scdn.co/image/ab6761610000e5ebf200f3431af03c6dc230d806
4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,10423421,"salsa, salsa romantica, merengue, bachata, latin, latin pop",78,https://i.scdn.co/image/ab6761610000e5eb036b6cb012fd1c34862161c2
3qROYI3ah3E8axL40gsfQW,Pedro Polanco,16,,12,
1QJbbsxg2wqidJj51d3otw,Natos y Waor,852274,,65,https://i.scdn.co/image/ab6761610000e5eb9976938b6b1edeb8278ffb85
4bWHA8fMNjzfGPQqnh5D6y,Recycled J,241782,,64,https://i.scdn.co/image/ab6761610000e5ebcfcfe13867ed6653dbca4211
3nFnQg8Kav6UMFFjQ1dspY,Kutxi Romero,37669,,47,https://i.scdn.co/image/ab6761610000e5eb00516928c1be4f1cdf7b6ff0
0fwnNjAay5ZHP5bAd63g8Y,Denom,145606,,50,https://i.scdn.co/image/ab6761610000e5eb1d6124327b378b2f7b9b8f52
73nFLjE3BcdgywGYVtvXdL,Charlie Hijos Bastardos,43831,,41,https://i.scdn.co/image/ab6761610000e5eba3d62c3465f8d425cd2fedf8
4lHAjTCvXGu8QIM3cEe93m,Maka,817590,"flamenco, flamenco urbano, flamenco pop",64,https://i.scdn.co/image/ab6761610000e5ebda6f02122762a93af36d036d
1G9UsJeWguOS5mbpvQ1J7M,Chaman,10787,,32,https://i.scdn.co/image/ab6761610000e5eb7544dfe09f50570f25caf6b8
64UHlFDUkT8Hx3RCtDUieN,Dope D.O.D.,120391,"hardcore hip hop, horrorcore, frenchcore",43,https://i.scdn.co/image/ab6761610000e5ebad6bab7a126c29b7edab90dc
2cADP5WImTFXGp74T4s2QW,Ceerre,66,,14,
3vlH5PSk5GSm61lfafSPAl,Lone Tusker,16108,,64,https://i.scdn.co/image/ab6761610000e5ebb12e9a2e9abc606a2629a780
7hVLjMrQ0dfVbEXDWtEtY3,Doser,3320,,30,https://i.scdn.co/image/ab67616d0000b273a7e5c8dcc80c76e214b4bbfd
4hsO4OgoQ1Wz2K0vyqEIpf,Cheb Ruben,27024,,36,https://i.scdn.co/image/ab6761610000e5ebe433d99694d811a58d3a777b
5ayyPSqoObeTOj1UGtM79C,Zeballos,262346,,55,https://i.scdn.co/image/ab6761610000e5ebca7de919b6d808343f698411
1SAObfwYJSC9qgMlCcUVRp,Artist Ko Ensemble,33,,10,
1VGOLh7hwVeKj2kqTkDAz6,Naiara,51401,,52,https://i.scdn.co/image/ab6761610000e5ebc847f0a5a77bf94f67711c23
1kcjyRBcnuC94JVRshXjI6,Albertucho,76008,rock urbano,41,https://i.scdn.co/image/ab6761610000e5eb635093cf1c09d49a2becd803
1d4uM0g9449nE9TV5KeWch,Lejwe La Motheo Artist Development,22946,gospel,30,https://i.scdn.co/image/ab67616d0000b27308779bde4ae1e4010f9dcf61
4YbohdhSehUUc7RT3STcKW,Midas Alonso,41475,,50,https://i.scdn.co/image/ab6761610000e5ebf746f1198d4c61a08a8d6ea7
5Uox3n7m4W2CoM9MmHPJwQ,Delaossa,315170,,62,https://i.scdn.co/image/ab6761610000e5eb2317835869bbc9e1a2091137
16M8fuShcwX8uBDdmFZH9B,Israel B,81642,,55,https://i.scdn.co/image/ab6761610000e5eba28c7f3ea8f0f56fd85e0582
3T4KspU3H8Ya6sgxexg9F8,Ill Pekeño,51652,gregorian chant,54,https://i.scdn.co/image/ab6761610000e5ebbdeb35c0f113663568894523
0U5RYP2HMdGv2GhicLhkOI,Neto Peña,1708947,"mexican hip hop, latin hip hop",68,https://i.scdn.co/image/ab6761610000e5ebbca8a9fb2641ce18cd0457aa
1oHPSeQJBwNmpq0J52Wjn1,Toser One,682539,"mexican hip hop, latin hip hop",60,https://i.scdn.co/image/ab6761610000e5eb15483eb347c46af5dfb446be
0SmgVe3giVHaJjGmIz8xA4,Yoss Bones,519242,"mexican hip hop, latin hip hop, latin r&b",63,https://i.scdn.co/image/ab6761610000e5eb2141cce2875b4f9304549e31
6eXHRfK9Ad3IpMpSAqvcDf,Lefty Sm,3071936,"mexican hip hop, latin hip hop",72,https://i.scdn.co/image/ab6761610000e5eb6ea2920b3615db7f8d7c1adb
1m9WPOccw8sizsVYUhSVjZ,Selecta,30094,,51,https://i.scdn.co/image/ab6761610000e5ebffa6401dd333800cfb9826ba
5NzCASNJVvcPW4uGwMRlPl,Al Safir,229472,,61,https://i.scdn.co/image/ab6761610000e5eb47bdc9475b8802155ad8c5a6
3Nbij6lwrwz0XB7HubxdN2,Los del Control,11106,"flamenco urbano, neoperreo, flamenco",53,https://i.scdn.co/image/ab6761610000e5eb37122fb494598c73e44c6602
5dC7EcwWdf9Qj4VvJab4rZ,FERNANDOCOSTA,404551,,59,https://i.scdn.co/image/ab6761610000e5ebaa1d17fbb20f34468476149c
7xHM0B5EaZECFfClTngHl4,Jaime Lorente,24976,,27,https://i.scdn.co/image/ab6761610000e5eb9acc892cb0749d67be641ff2
0u5LMlVeRfZZuh2Nxowii4,Kaos Urbano,47263,"punk, ska punk, ska",41,https://i.scdn.co/image/ab6761610000e5ebef3973723493af8061fe4e5a
0PajLDK4vA1VnOVyYYO7Ae,Mucho Muchacho,25722,,37,https://i.scdn.co/image/ab6761610000e5ebfe3c7265a171930c21f6b3db
2w1wJcGdJQ4Lw08oKBnDsw,El Jincho,479032,dembow,60,https://i.scdn.co/image/ab6761610000e5eb3051862ced0a6ac8147304fc
3ou0JTD6UMkXvymmMrzBOJ,Brawler,5833,,33,https://i.scdn.co/image/ab6761610000e5eb909417f853586d7eed229d53
1jRF8rcj4TMuVQR9PWnpFm,Nerso & Verse,25485,freestyle,44,https://i.scdn.co/image/ab6761610000e5eb14c1e49957e8752ffd58af58
3wsYquQ9CiMlYG54BUR2ff,ZARAMAY,247581,"argentine trap, guaracha, rkt",54,https://i.scdn.co/image/ab6761610000e5eb94da2ffc144b7e30c6cc4e7a
02boU8N2bDVDrjmICcEedY,Kane 935,1119,,20,https://i.scdn.co/image/ab6761610000e5eb54392fed65651961ac6cb737
3SBsCnbQ5q8bOW0uBcwG54,Lin Cortés,45731,"flamenco, flamenco pop, flamenco urbano",43,https://i.scdn.co/image/ab6761610000e5eb2be5fb40641c17529afd8c19
3QbKH2hb5ynYW9JSclqK4M,Piezas,34104,,40,https://i.scdn.co/image/ab6761610000e5eb9a87fa0bb1978e22afe3aeef
2544NCTfffschCn1NZVMSb,Dollar Selmouni,88462,,51,https://i.scdn.co/image/ab6761610000e5eb8116767a41cc1dedaff67843
1F2erLLqRHbaFvEYHeVIHJ,Foyone,194181,latin hip hop,52,https://i.scdn.co/image/ab6761610000e5ebb601ded20d3803df5526013f
53iazAdOCTBFQRijBpyPsH,El Dave,1801,,28,https://i.scdn.co/image/ab6761610000e5ebc44da55510d94f9bbe6b72e3
0s0OxZHyqDHEwPDOQuUxws,Pablo Gareta,475,,27,https://i.scdn.co/image/ab6761610000e5eba20e00373efb61148a187d14
2CtyJZjJ1IAaChE7Lmx5Ga,Millans,765,,22,https://i.scdn.co/image/ab6761610000e5eb25ad59af3aa74fb584c0d5f4
4qAYbjMdYIMqib63bM60Iy,Ozono Crew,1775,,25,https://i.scdn.co/image/ab6761610000e5eb19c09a964547ac03f8890083
5UoKnJlsD96aXAgP5UjA0R,Chalo,676,,30,https://i.scdn.co/image/ab6761610000e5eb33de0c979ac5f35c3a40049e
5Q2fyL2TcdUY9IqKTkGk5G,Bardero$,896094,"argentine trap, trap",63,https://i.scdn.co/image/ab6761610000e5ebf4c238e65f0007b4845beb69
5JcO3FHEBbWTQMUHmWtU2g,Juancho Marqués,154559,,51,https://i.scdn.co/image/ab6761610000e5eb2d7e49e099084a1a376ae3f0
0GABUps2B17UMu6M8tkEDS,InnerCut,5596,,40,https://i.scdn.co/image/ab6761610000e5ebadca1efc2bbc7f7806ba2fa4
1EpK5uMCE7aUAyCQ7l1505,Alejandro Deese,617,,22,https://i.scdn.co/image/ab6761610000e5eb7845251388e9bede1043e310
0Xo4VFS3v07L0GwIVkZLfg,Homer El Mero Mero,453350,"argentine trap, rkt, turreo, latin hip hop, trap, boom bap",62,https://i.scdn.co/image/ab6761610000e5eb7b04cdd58a2e8f9230b016d9
4puAp107dCehraE47QXVQX,C.R.O,2354973,"argentine trap, trap",72,https://i.scdn.co/image/ab6761610000e5eb481996acd89ff921626ee7dc
0OzDyhPnwvUVGRNWrVILlg,Miguel Campello,105015,"flamenco, flamenco pop, flamenco urbano",52,https://i.scdn.co/image/ab6761610000e5eb3c06370f32c5c7e4e9b79b79
66BpLv7bc0OLbr50D1cnGS,Zetazen,121662,,43,https://i.scdn.co/image/ab6761610000e5ebf2fcec88473afaec52535fb3
3XOMOMdcShaVEZi9xtuMNu,Naes Beats,693,,35,https://i.scdn.co/image/ab6761610000e5eb3a6a1027f2010df1acc6bdb2
4FActBvkmDc8h3sI5vbMPZ,Blasfem,13895,,51,https://i.scdn.co/image/ab6761610000e5eb7685f5bc4eca2c64386705af
2fusqJ5gMQKyV7255zfYVB,Aka Soen,376,,15,https://i.scdn.co/image/ab6761610000e5eb0d3d428287c2ebd73c67dbf6
6OF5lzuoV1nvuS8qsNtpcZ,Ivancano,32682,,34,https://i.scdn.co/image/ab6761610000e5eb927017449843ebd07ec58b40
4q8t2EUq273CYfKHE8qzQB,Dual Tod,6330,,26,https://i.scdn.co/image/ab6761610000e5ebbae994eb9dbb0d06e4b643d1
660YptcR0hNHJ8iEr1qcse,Anthony Ramos,157095,,68,https://i.scdn.co/image/ab6761610000e5eb73ce65efeb8a990d8ee2e124
3mmwKzCpVMiLiIKnnhOJvc,Sunk SB,526,,19,https://i.scdn.co/image/ab6761610000e5eb1e542c7ed1ce31c65f124d16
4SsVbpTthjScTS7U2hmr1X,Arcángel,16522796,"reggaeton, trap latino, urbano latino",83,https://i.scdn.co/image/ab6761610000e5ebafdf17286a0d7a23ad388587
2biH2I1TvZlIIIc5W14oIJ,"Franco ""El Gorilla""",365668,reggaeton,61,https://i.scdn.co/image/ab6761610000e5eb624c350cb0754298d633a627
1WMwuNKzEFtU6pPkdtryYS,Kendo Kaponi,1196090,"reggaeton, trap latino",64,https://i.scdn.co/image/ab6761610000e5eba6db079799d908caddf93b30
4W4h7xxw2kodLPJhL45aNx,Wambo,8023,,26,https://i.scdn.co/image/ab6761610000e5eb58b5ace62ea08412d629b418
4RcSrFVp2RWV6oIjaWaEOx,Benyo El Multi,911,trap latino,14,https://i.scdn.co/image/ab6761610000e5eb178f65670f1c7b626efd5d74
0XKKPDVNOJiB1XF15EUOXx,Papiwillo,350,,5,
1bfl0AU8SqmLkElptOprhC,Julión Álvarez y su Norteño Banda,8743340,"banda, norteño, grupera, corrido",82,https://i.scdn.co/image/ab6761610000e5eb47953d3ea5b643699c9b298a
0dj74ybp5jmDoE3nhm8hiJ,Diel el Dominante de Estilos,101,,0,https://i.scdn.co/image/ab67616d0000b273d230385ccd416c4f509b0f77
7l2RBXCXeGIZtAbOQUJZHY,Artista Roasrio,0,,0,
1ie651v4A9NCPXPUrbYkaq,Nikko Music,5,,0,https://i.scdn.co/image/ab67616d0000b27354446e5f3b6b6df07b311413
0eHWAfgyxZWAKR6NZ8nsd9,Julio Voltio,83132,latin hip hop,48,https://i.scdn.co/image/ab67616d0000b273a0474d742d5307b112555f87
6Mjbr8K3MiiRMqmFIB4zWq,Luis Vargas,347274,"bachata, merengue, bachata pop",54,https://i.scdn.co/image/ab6761610000e5ebc6719c519f6a623386de23c3
2Ri2A9I850gTv0k0a9O6MO,Abigail,4674,"flamenco pop, flamenco",36,https://i.scdn.co/image/ab67616d0000b273084344d7d2041670d2920b8b
0lnehUfeSQDs1Mbbc4fa6K,Papi Wilo,239481,reggaeton,41,https://i.scdn.co/image/1a85204899c4eadd62e0041efbae57fafbcd6f54
13FLfwjYGlKjGG2bqiRxdU,Jonas Benyoub,13913,"norwegian rap, norwegian pop",53,https://i.scdn.co/image/ab6761610000e5eb8c1f28115e19fce366dcdba0
7oJvxVTuO9Cm8B2MuynymV,Oveja Negra,813,salsa,22,https://i.scdn.co/image/ab67616d0000b273b8287d3382b671174f835293
507wnKTa4hle9jlTW0W9eH,Zawezo Del'patio,1245,,13,https://i.scdn.co/image/ab6761610000e5ebbb9b785abb6dc3df3bf357a4
40Ippe6JeofRURQ4nbF8DT,Taburete,465427,,58,https://i.scdn.co/image/ab6761610000e5eb21e897b9b3a704a626ca20fa
7p5J8SfKU9Rulp7tcA53G8,Jose Merce,214896,"flamenco, flamenco pop",50,https://i.scdn.co/image/ab6761610000e5eb85b3d5106c80916e4bf289b1
3lY9Fxceu60W1rbon7PkuF,Omar Montes,893192,"flamenco, flamenco urbano, flamenco pop",68,https://i.scdn.co/image/ab6761610000e5eb90559d5942b29317110bd5be
7xtnpHS34mLlxGZDVUBHSU,La Húngara,349090,"flamenco, flamenco pop, flamenco urbano",57,https://i.scdn.co/image/ab6761610000e5ebacdc225baaf60fe85bae71ba
4Yw56UxYUiCfOgJGw4LSl0,"Taburete, Loreto Sesma",34,,14,
1LMyTeRhjaitILs98h3MaF,Jósean Log,1118374,"mexican indie, latin indie",69,https://i.scdn.co/image/ab6761610000e5eb73dd5c3798474b529c4a4b4f
2ECP3nWC88LaFz4oQzTo3Z,Café Quijano,458099,"bolero, rock en español",57,https://i.scdn.co/image/ab6761610000e5eb2909f0a5cb634292eb53a6b2
1RTZXV2Txeij9hW1C88mfs,Marlon,96021,,50,https://i.scdn.co/image/ab6761610000e5ebf60edf5226075c5b62a73056
21ttsUKZ3y2Hm6nduyvbAw,Pignoise,220377,,57,https://i.scdn.co/image/ab6761610000e5eb122fb2710ca2041ab1e501b5
2faVKByk0IA651ICKyYYOa,Jenny And The Mexicats,232922,latin folk,52,https://i.scdn.co/image/ab6761610000e5eb4acfb9c670bb31c9badfabb1
4RcxB8P0t3Pz6gaOHTFgWm,Íñigo Merino,6950,,33,https://i.scdn.co/image/ab6761610000e5ebd28f2307a70531cf539c6b70
6MgIZuaJa0swshfLRDZMdw,Comandante Twin,9888,,38,https://i.scdn.co/image/ab6761610000e5ebb38800640db858baa3e6c694
3bxfcfxKQ7rbS93s7jZhiw,DJ Nano,32573,,42,https://i.scdn.co/image/ab6761610000e5ebe4d3560f0a302a31fc5cdaf2
3AbsiDlRF2eFggJ3DVaH6O,Pavlenha,4888,,27,https://i.scdn.co/image/ab6761610000e5ebb44b5d9ac4a39f791b9807be
60ug17UU1lHhqisQwRPxkX,Chelsea Boots,3507,,14,https://i.scdn.co/image/ab6761610000e5eb313e03c49b2e2ddcd83881eb
2TQyVG4JdI6hdRsOMEFOg4,Kitai,8694,,21,https://i.scdn.co/image/ab6761610000e5ebd2bf68661d46e0e54cc4e39b
4cA5JN7tiNZ8afYeuSQj5h,David Otero,172146,,54,https://i.scdn.co/image/ab6761610000e5eb370a8f79f3760ab98dc1d5a8
0QE9iXPzgSaBq34OqIZ4n2,Despistaos,252197,,54,https://i.scdn.co/image/ab6761610000e5eba7d2b195a2dd7dd2829d50d9
1AsstJ8Cf7uQX92weRmZRz,mafalda cardenal,122882,,55,https://i.scdn.co/image/ab6761610000e5eb04a78c2a4bc2960318c05b6c
5M9Bb4adKAgrOFOhc05Y50,Pablo Alborán,5397803,latin pop,73,https://i.scdn.co/image/ab6761610000e5eb603fdedea1dab4c77d7d8bcc
5iDqEobZRSTiBSAk6jLp4A,Oscu,490439,argentine trap,51,https://i.scdn.co/image/ab6761610000e5eb3f46086349ca86146f7a1edc
0CVOcYvRcSvOXyuR4YGKaC,Dani Fernández,298991,,66,https://i.scdn.co/image/ab6761610000e5eb494e014cac9d76d0cee357ee
2O4wnhTr4SO5ezY6WXI2Kl,Yarea,15105,,40,https://i.scdn.co/image/ab6761610000e5ebee0713556decc2117d1217cf
7A2htSu45kogVfNBMD4Xgh,KICKBOMBO,1706,,40,https://i.scdn.co/image/ab6761610000e5eb56809d429bc84280505196aa
5f7z2thkqWrA4vp5Hh476O,Enol,42090,pop urbano,51,https://i.scdn.co/image/ab6761610000e5eb028382e95e09634ed94ac748
0J9mbwg4BquN4XlHzdMK3X,Demis Roussos,381664,schlager,54,https://i.scdn.co/image/ab6761610000e5ebe6e8f3467f1abe745e23598c
4ckWVaYN8j0EZrNFRHmxZx,Marmi,33705,,47,https://i.scdn.co/image/ab6761610000e5eb77d8fdc8d6ce3f497d88a6b4
3AIPhNgeF9S1Kyg9Yy3UQW,Dani Martín,966170,,64,https://i.scdn.co/image/ab6761610000e5eb7275a7f7e85ef2e9a67d84e5
2k60o7SVpOKmzpuTEAG3L8,Veintiuno,46104,indie,52,https://i.scdn.co/image/ab6761610000e5eb3f9fde10ba4638b7b4668ec2
5Exvb6CXfgIb7sYwvzO7pS,Cris Moné,38513,,33,https://i.scdn.co/image/ab6761610000e5ebe0064673d1baf0ba20468e59
1aRWWqUGxjgTSGQYHGZbot,BADDIES ONLY,70142,"latin house, afro house",57,https://i.scdn.co/image/ab6761610000e5eb7e942c27a0ade26140d6defc
4gnG14mIS3ejJyqqyJHhsN,Pilar Moxó,970,,35,https://i.scdn.co/image/ab6761610000e5ebb72eee502281868dd90c81d5
7mezygw3UyrLUuTL9tFI3V,Stfanz,202,,25,https://i.scdn.co/image/ab6761610000e5eb70a12cf5bb3e061d74fc963d
0UkT6v5uBVrNrDr5TdETq9,La Cebolla,85649,"flamenco, flamenco pop, flamenco urbano, reggaeton chileno, chilean mambo",51,https://i.scdn.co/image/ab6761610000e5eb8815377add9c1458855dc020
5wCD2Zj15nNjKiUl2o17JF,Negro Jari,31368,"flamenco, flamenco urbano, flamenco pop",46,https://i.scdn.co/image/ab6761610000e5eb6752c50d5e86a22452517012
0Gqu6SH6up2gE5Hkj1Y4eB,El Bobo de las 3000,6775,"flamenco, flamenco urbano, flamenco pop",42,https://i.scdn.co/image/ab6761610000e5eb2142f430dbd18230f64485c0
2wAaSz0RQhjIYlNbP7rtes,Tijeritas,70430,"flamenco, flamenco pop",41,https://i.scdn.co/image/ab6761610000e5eb70b09918e68d5a8e8d58225f
6V394G6torkxVfqL39qEgK,All Artist Adella,579,"dangdut, sholawat",12,https://i.scdn.co/image/ab67616d0000b27308233c5411aa0e6e89c7310c
1RophZg57HG7TQz3zDWPCl,Manuel El Popeye,17602,"flamenco, flamenco urbano, flamenco pop",39,https://i.scdn.co/image/ab6761610000e5eb47a6ede31434cdcb9a7bf3b1
6RxkDSArzeadsjX2TNceoU,Mancloy,528,flamenco,22,https://i.scdn.co/image/ab67616d0000b27390714f316098099aa8839ee3
2oGKz17M9irWt2YhQ9PUYP,Poetas Sureños,707,flamenco,26,https://i.scdn.co/image/ab67616d0000b2733f0263abff20ee59d0dedbc8
65GDNtLQdPv30IljvoE2KW,Maki,131807,"flamenco, flamenco pop, flamenco urbano",56,https://i.scdn.co/image/ab6761610000e5eb712cb79c818814c5ab0e1b03
1iydw0OqyICpB5XlyfZ7qP,Nolasco,94211,"flamenco, flamenco pop",50,https://i.scdn.co/image/ab6761610000e5eb9e3a056a706ee408f27037ba
19WQtApO8bp44xVTR4D138,Junco,188842,"flamenco, flamenco pop, flamenco urbano",50,https://i.scdn.co/image/ab6761610000e5ebde002c2ea1760b56a930aedd
1Iz37NQir982vjp45S2QmC,Yoseiko,1614,"flamenco, flamenco pop, flamenco urbano",34,https://i.scdn.co/image/ab6761610000e5ebf9810699626d2cc79134a415
0YX8LuMQAh6ousnyhwXbkz,El Jhota,74319,"flamenco urbano, flamenco",54,https://i.scdn.co/image/ab6761610000e5eb07df703bffb2748c59975f6d
5QYdUMRHeBxlpJioqpIL0k,Sergio Contreras,271223,"flamenco, flamenco pop, flamenco urbano",51,https://i.scdn.co/image/ab6761610000e5eb6ac1b5e7f791cb0684fc6798
3E27Kf6GhvONIkJjudUW67,J Marrufo,352,"flamenco pop, flamenco, flamenco urbano",18,https://i.scdn.co/image/ab6761610000e5eb4be57628331a83c339600e50
5ACW0L3lAgfRihTOhV8awe,Lorena Santos,64807,"flamenco pop, flamenco, flamenco urbano",49,https://i.scdn.co/image/ab6761610000e5eb02d919043b93f4e0990e8f18
0cS0g5Mrb0wakulvnGSz9v,Bernardo Vazquez,26796,"flamenco, flamenco pop, flamenco urbano",43,https://i.scdn.co/image/ab6761610000e5eb41f7135d217fdece43c61007
5vnX0sfjkusMXzXpBEj4Ce,Mayel Jimenez,93102,"flamenco, flamenco urbano, flamenco pop",48,https://i.scdn.co/image/ab6761610000e5eb1166f35e0576ade81ae60f4e
3k090bKo2iSqNdowffKHrt,Balbi El Chamako,324914,"chilean mambo, reggaeton chileno, chilean trap, mambo",57,https://i.scdn.co/image/ab6761610000e5eb4b65bc50ced1932e2b90162b
1S5WLkcajugOGAx0DfVyIf,ACM Awards New Artist Nominees,737,,21,https://i.scdn.co/image/ab6761610000e5eb2a9fe9f5cd26cce51a8f3f94
5lwU7m62FDvwm2hnNxfStO,El Maniako The Boost,3216,"chilean mambo, reggaeton chileno, mambo, chilean trap",35,https://i.scdn.co/image/ab6761610000e5eb77ef3746d2df55dffdda453c
7zezEcThEVuTMXsVgPLPG1,Joan Y Su Elite,116828,"corrido, corridos tumbados, corridos bélicos",48,https://i.scdn.co/image/ab6761610000e5eb99cd975be1b0fae6a2b2b3d4
7j7bOkG9ZQncpAXyIJ2aUG,Delirious,1375,,39,https://i.scdn.co/image/ab6761610000e5eb64a95f91a7ed5d70d48ffcb1
2dkbKcHXhN7ooFBdqAV76G,Nyno Vargas,304481,"flamenco, flamenco pop, flamenco urbano",55,https://i.scdn.co/image/ab6761610000e5ebe7beae44705632ac08370382
2M4r5bXlZUlGWlrhgvTcEP,Artist Rell,23,,12,https://i.scdn.co/image/ab6761610000e5eb197bf5e0dc706f67165336cb
7qFPgSlR8N4aehSqQWkklI,La Puri,26554,"flamenco, flamenco urbano, flamenco pop",32,https://i.scdn.co/image/ab6761610000e5eb9145b606a54c753b3b493dbf
4gI6T5h1UQPf5hA3FdJULt,María Artés,128603,"flamenco, flamenco pop, flamenco urbano",53,https://i.scdn.co/image/ab6761610000e5eb126e6fa3ab06d65098b47a93
492C2UtmfLxF5LAPK6eHFG,Fernando Caro,14981,"flamenco pop, flamenco, flamenco urbano",38,https://i.scdn.co/image/ab6761610000e5ebf5340fade01272a2094be2d8
3Uflioj3E0OPRjWbW2QZMb,Barroso,39066,"flamenco, flamenco pop, flamenco urbano",42,https://i.scdn.co/image/ab6761610000e5ebc3b11fb6f0e14227f4e94604
79NHJFzd1chgx30ZOavJaC,Borja Rubio,37413,"flamenco, flamenco pop, flamenco urbano",41,https://i.scdn.co/image/ab6761610000e5eb09c3f28e5a94f4dee9e41033
3vQm0KZuaevPCcAiDtvKwt,Arancha Santiago,7598,"flamenco pop, flamenco, flamenco urbano",32,https://i.scdn.co/image/ab6761610000e5eb983f0eec6b024b6807e5a63f
7BLGrzqCy8NElaGewQS6K5,El Sebas de la Calle,47608,"flamenco, flamenco pop, flamenco urbano",43,https://i.scdn.co/image/ab6761610000e5eb3f74afe2ed8b7ff32904697d
2YHsC8LIvNhp0oNcchhBu5,Manuel González (Ex Rebujito),12932,"flamenco pop, flamenco, flamenco urbano, bachata",38,https://i.scdn.co/image/ab6761610000e5eb9df5cf2b5b831e0b84b37518
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,11943013,,74,https://i.scdn.co/image/ab6761610000e5eb084f36c2ae2da4a02494e1e5
1j6nARJrYkblnkMFJMiU0K,El Morrales,16719,"flamenco, flamenco urbano, flamenco pop",36,https://i.scdn.co/image/ab6761610000e5eb0020f64d882db3cf18dd4d89
5xrMkm1Ea0YbloMu63eAoW,Bugui Heredia,213,flamenco,22,https://i.scdn.co/image/ab67616d0000b273547bc69af37373b3bc5a8f5e
5GQlOJYwr218kW30YhWpG6,David Barrull,46724,"flamenco, flamenco pop",39,https://i.scdn.co/image/ab6761610000e5eb0d0f87f0e2f39f609e8b1309
64cr9UYTT8aMj85qRswiTt,Parrita,101283,"flamenco, flamenco pop",46,https://i.scdn.co/image/ab6761610000e5eb4f5e451ef93a60295a62a609
1KQYRzvxhXlv2FwObdwt05,Sonsonete,39772,"flamenco, flamenco pop",32,https://i.scdn.co/image/ab67616d0000b2735af883647dc07cc1013065ef
5de5JeJGROplUlqlrPuQNK,José Parra,6455,"flamenco, flamenco pop",14,https://i.scdn.co/image/ab67616d0000b2737cb6e9dbc0e97bb31c3e8c50
63XBtGSEZINSyXylZxEUbv,Victoria Monét,1196519,alternative r&b,64,https://i.scdn.co/image/ab6761610000e5eb0e3524063986882f3706730b
41HE2dQNySxOJNb2TorVBr,Indara,33857,"flamenco pop, flamenco, flamenco urbano",45,https://i.scdn.co/image/ab6761610000e5ebd1a296524c33346dd25407a6
3Ces1OJeGOVGcUB0wPaPXJ,Mala Rodríguez,564310,latin hip hop,55,https://i.scdn.co/image/ab6761610000e5eb9daf9c526ead6228439f2dee
0YlJWz6Mt1zIKdMTxBNzDu,Dorantes,15088,"flamenco, flamenco pop",33,https://i.scdn.co/image/ab6761610000e5eb5bbfefda26985d0e523cdc88
1YZhNFBxkEB5UKTgMDvot4,Lang Lang,306278,"classical piano, classical",64,https://i.scdn.co/image/ab6761610000e5eb15c1582cd95a6521f41ec712
0yiwWDdqEuLc99kyfJgOEP,Álvaro Urquijo,1865,,30,https://i.scdn.co/image/ab67616d0000b27314781e533f05dcc6108a70b6
4aeIWo5CMF1uRmqgJdwkZW,Joaquín Sabina,3251206,"trova, singer-songwriter, nueva trova",69,https://i.scdn.co/image/ab6761610000e5ebd30f9a429e2aa4eb9d1ddf21
4ssUf5gLb1GBLxi1BhPrVt,Jorge Drexler,884807,"trova, singer-songwriter, latin folk, nueva trova, latin alternative",64,https://i.scdn.co/image/ab6761610000e5ebff6bfb6400287b5c9f4e8c94
5sUrlPAHlS9NEirDB8SEbF,Alejandro Sanz,7891892,latin pop,77,https://i.scdn.co/image/ab6761610000e5eb8f09f1d99f23473cad2674a2
3tAICgiSR5PfYY4B8qsoAU,Andrés Calamaro,2682112,"argentine rock, rock en español, latin rock",71,https://i.scdn.co/image/ab6761610000e5eb46de1ff7aab6d657f7776229
